Source,Target,Type,Label,Weight
ART_143,AUT_Насыров,Directed,cites,1
ART_143,AUT_Ахметшин,Directed,cites,1
ART_143,AUT_Михайлюк,Directed,cites,1
ART_143,AUT_Кобилов,Directed,cites,1
ART_143,AUT_Стрелец,Directed,cites,1
ART_144,AUT_Киров,Directed,cites,1
ART_144,AUT_Крюгер,Directed,cites,1
ART_144,AUT_Андреев,Directed,cites,1
ART_145,AUT_Моргун,Directed,cites,1
ART_145,AUT_Кайси,Directed,cites,1
ART_145,AUT_Колесникова,Directed,cites,1
ART_145,AUT_Верещагина,Directed,cites,1
ART_145,AUT_Архангельская,Directed,cites,1
ART_145,AUT_Фоминова,Directed,cites,1
ART_145,AUT_Рудниченко,Directed,cites,1
ART_146,AUT_Блинов,Directed,cites,1
ART_146,AUT_Маслов,Directed,cites,1
ART_146,AUT_Сергеев,Directed,cites,1
ART_146,AUT_Игумнова,Directed,cites,1
ART_146,AUT_Ивкина,Directed,cites,1
ART_146,AUT_Ельникова,Directed,cites,1
ART_146,AUT_Борисов,Directed,cites,1
ART_146,AUT_Билалова,Directed,cites,1
ART_146,AUT_Абазова,Directed,cites,1
ART_146,AUT_Евдокимова,Directed,cites,1
ART_146,AUT_Шитова,Directed,cites,1
ART_146,AUT_Джанхотова,Directed,cites,1
ART_146,AUT_Савочкина,Directed,cites,1
ART_146,AUT_Полат,Directed,cites,1
ART_146,AUT_Дулинов,Directed,cites,1
ART_146,AUT_Азимов,Directed,cites,1
ART_146,AUT_Гончарова,Directed,cites,1
ART_146,AUT_Гаевская,Directed,cites,1
ART_146,AUT_Жаринов,Directed,cites,1
ART_146,AUT_Адясова,Directed,cites,1
ART_146,AUT_Кочесокова,Directed,cites,1
ART_146,AUT_Биккулова,Directed,cites,1
ART_146,AUT_Самосенкова,Directed,cites,1
ART_146,AUT_Щукин,Directed,cites,1
ART_146,AUT_Павлюк,Directed,cites,1
ART_146,AUT_Андреев,Directed,cites,1
ART_146,AUT_Бузаева,Directed,cites,1
ART_146,AUT_Пашковская,Directed,cites,1
ART_146,AUT_Есенина,Directed,cites,1
ART_146,AUT_Грязнова,Directed,cites,1
ART_146,AUT_Сысоева,Directed,cites,1
ART_147,AUT_Моргун,Directed,cites,1
ART_147,AUT_Кожевникова,Directed,cites,1
ART_147,AUT_Никитин,Directed,cites,1
ART_147,AUT_Пшеничный,Directed,cites,1
ART_147,AUT_Карлос,Directed,cites,1
ART_147,AUT_Ельникова,Directed,cites,1
ART_147,AUT_Кайси,Directed,cites,1
ART_147,AUT_Колин,Directed,cites,1
ART_147,AUT_Архангельская,Directed,cites,1
ART_147,AUT_Кузнецов,Directed,cites,1
ART_147,AUT_Хорошилов,Directed,cites,1
ART_148,AUT_Плотникова,Directed,cites,1
ART_148,AUT_Орлов,Directed,cites,1
ART_148,AUT_Зорина,Directed,cites,1
ART_148,AUT_Жижикова,Directed,cites,1
ART_148,AUT_Сорокина,Directed,cites,1
ART_148,AUT_Колобаева,Directed,cites,1
ART_148,AUT_Жильцов,Directed,cites,1
ART_148,AUT_Моргунова,Directed,cites,1
ART_148,AUT_Петанова,Directed,cites,1
ART_148,AUT_Коваленко,Directed,cites,1
ART_148,AUT_Карпенко,Directed,cites,1
ART_148,AUT_Абрамова,Directed,cites,1
ART_149,AUT_Ферт,Directed,cites,1
ART_149,AUT_Сафонова,Directed,cites,1
ART_149,AUT_Артамонов,Directed,cites,1
ART_149,AUT_Черникова,Directed,cites,1
ART_149,AUT_Губин,Directed,cites,1
ART_149,AUT_Азимов,Directed,cites,1
ART_150,AUT_Ломако,Directed,cites,1
ART_150,AUT_Петрова,Directed,cites,1
ART_151,AUT_Плотникова,Directed,cites,1
ART_151,AUT_Орлов,Directed,cites,1
ART_151,AUT_Зорина,Directed,cites,1
ART_151,AUT_Жижикова,Directed,cites,1
ART_151,AUT_Сорокина,Directed,cites,1
ART_151,AUT_Колобаева,Directed,cites,1
ART_151,AUT_Жильцов,Directed,cites,1
ART_151,AUT_Моргунова,Directed,cites,1
ART_151,AUT_Петанова,Directed,cites,1
ART_151,AUT_Коваленко,Directed,cites,1
ART_151,AUT_Карпенко,Directed,cites,1
ART_151,AUT_Абрамова,Directed,cites,1
ART_152,AUT_Моргун,Directed,cites,1
ART_152,AUT_Ратников,Directed,cites,1
ART_152,AUT_Верещагина,Directed,cites,1
ART_152,AUT_Чафонова,Directed,cites,1
ART_152,AUT_Фоминова,Directed,cites,1
ART_152,AUT_Кайси,Directed,cites,1
ART_152,AUT_Колесникова,Directed,cites,1
ART_152,AUT_Архангельская,Directed,cites,1
ART_152,AUT_Рудниченко,Directed,cites,1
ART_153,AUT_Бабенкова,Directed,cites,1
ART_153,AUT_Есионова,Directed,cites,1
ART_153,AUT_Ивкина,Directed,cites,1
ART_153,AUT_Биккулова,Directed,cites,1
ART_153,AUT_Будникова,Directed,cites,1
AUT_Белоглазов А.А.,AUT_Соколова Н.В.,Undirected,coauthor,2
AUT_Белоглазов А.А.,AUT_Гализина Е.Г.,Undirected,coauthor,2
AUT_Белоглазов А.А.,AUT_Денисова О.И.,Undirected,coauthor,2
AUT_Гализина Е.Г.,AUT_Соколова Н.В.,Undirected,coauthor,2
AUT_Денисова О.И.,AUT_Соколова Н.В.,Undirected,coauthor,2
AUT_Гализина Е.Г.,AUT_Денисова О.И.,Undirected,coauthor,2
AUT_Ковалёв Н.С.,AUT_Пирнепесова Г.Н.,Undirected,coauthor,1
AUT_Будаева Л.,AUT_Буторина Н.,Undirected,coauthor,2
AUT_Исаева Л.Р.,AUT_Шестакова Е.В.,Undirected,coauthor,1
AUT_Киреева И.А.,AUT_Лю Ч.Ю.,Undirected,coauthor,1
AUT_Лю Ч.Ю.,AUT_Пашковская Н.Д.,Undirected,coauthor,1
AUT_Киреева И.А.,AUT_Пашковская Н.Д.,Undirected,coauthor,1
AUT_Калашникова М.А.,AUT_Темиргалеева М.М.,Undirected,coauthor,1
AUT_Арекеева Ю.Е.,AUT_Бедненко Ю.И.,Undirected,coauthor,1
AUT_Оздемир Е.Н.,AUT_Сергеева О.В.,Undirected,coauthor,1
AUT_Идиатуллина Л.Т.,AUT_Сафина Г.Ф.,Undirected,coauthor,1
AUT_Идиатуллин А.В.,AUT_Идиатуллина Л.Т.,Undirected,coauthor,1
AUT_Идиатуллин А.В.,AUT_Сафина Г.Ф.,Undirected,coauthor,1
AUT_Можеевская А.Е.,AUT_Хайруллина М.В.,Undirected,coauthor,2
AUT_Ешекенева А.К.,AUT_Яворская Э.Э.,Undirected,coauthor,1
AUT_Зенченко А.Д.,AUT_Смирнова С.И.,Undirected,coauthor,1
AUT_Казанцев В.К.,AUT_Смирнова С.И.,Undirected,coauthor,1
AUT_Зенченко А.Д.,AUT_Казанцев В.К.,Undirected,coauthor,1
AUT_Погосова Е.В.,AUT_Смирнова С.И.,Undirected,coauthor,1
AUT_Галкина А.А.,AUT_Смирнова С.И.,Undirected,coauthor,1
AUT_Галкина А.А.,AUT_Погосова Е.В.,Undirected,coauthor,1
AUT_Пыхарев В.А.,AUT_Смирнова С.И.,Undirected,coauthor,1
AUT_Смирнова С.И.,AUT_Холенко О.Е.,Undirected,coauthor,1
AUT_Пыхарев В.А.,AUT_Холенко О.Е.,Undirected,coauthor,1
AUT_Косарева З.С.,AUT_Островский А.Г.,Undirected,coauthor,1
AUT_Богатырёв А.А.,AUT_Косарева З.С.,Undirected,coauthor,1
AUT_Богатырёв А.А.,AUT_Островский А.Г.,Undirected,coauthor,1
AUT_Петрова Н.Е.,AUT_Сычёва Е.С.,Undirected,coauthor,1
AUT_Гусельникова М.Л.,AUT_Усова В.А.,Undirected,coauthor,2
AUT_Сысоев П.В.,AUT_Филатов Е.М.,Undirected,coauthor,1
AUT_Бирюкова Ю.Н.,AUT_Карабанова Е.Н.,Undirected,coauthor,1
AUT_Погорелова И.Ю.,AUT_Савченко Т.Д.,Undirected,coauthor,1
AUT_Овчинникова Л.О.,AUT_Писарь Н.В.,Undirected,coauthor,1
AUT_Дронова А.Л.,AUT_Писарь Н.В.,Undirected,coauthor,1
AUT_Дронова А.Л.,AUT_Овчинникова Л.О.,Undirected,coauthor,1
AUT_Козловская Е.С.,AUT_Тупикова М.В.,Undirected,coauthor,2
AUT_Козловская Е.С.,AUT_Немыка А.А.,Undirected,coauthor,2
AUT_Немыка А.А.,AUT_Тупикова М.В.,Undirected,coauthor,2
AUT_Копылова П.А.,AUT_Петрова М.Г.,Undirected,coauthor,1
AUT_Матухин П.Г.,AUT_Петрова М.Г.,Undirected,coauthor,1
AUT_Петров Г.П.,AUT_Петрова М.Г.,Undirected,coauthor,1
AUT_Копылова П.А.,AUT_Матухин П.Г.,Undirected,coauthor,2
AUT_Копылова П.А.,AUT_Петров Г.П.,Undirected,coauthor,1
AUT_Матухин П.Г.,AUT_Петров Г.П.,Undirected,coauthor,1
AUT_Пуляевская А.М.,AUT_Семенова Н.В.,Undirected,coauthor,1
AUT_Гаврилова М.В.,AUT_Дронова А.Л.,Undirected,coauthor,1
AUT_Аннатаганова О.,AUT_Мередова А.,Undirected,coauthor,1
AUT_Мередова А.,AUT_Черкезова С.,Undirected,coauthor,1
AUT_Аннатаганова О.,AUT_Черкезова С.,Undirected,coauthor,1
AUT_Нерсисян К.А.,AUT_Федотова Н.Л.,Undirected,coauthor,1
AUT_Кононенко А.П.,AUT_Недоспасова Л.А.,Undirected,coauthor,1
AUT_Барашян В.К.,AUT_Недоспасова Л.А.,Undirected,coauthor,1
AUT_Барашян В.К.,AUT_Кононенко А.П.,Undirected,coauthor,1
AUT_Желтова Е.П.,AUT_Маршева Н.В.,Undirected,coauthor,1
AUT_Афанасьева Н.Д.,AUT_Васильева А.А.,Undirected,coauthor,1
AUT_Иванищева О.Н.,AUT_Лян М.,Undirected,coauthor,1
AUT_Москвитина Т.Н.,AUT_Юздова Л.П.,Undirected,coauthor,1
AUT_Баландина И.Д.,AUT_Юздова Л.П.,Undirected,coauthor,1
AUT_Баландина И.Д.,AUT_Москвитина Т.Н.,Undirected,coauthor,1
AUT_Донина О.В.,AUT_Рафаэльян В.А.,Undirected,coauthor,4
AUT_Дзюба Е.В.,AUT_Кучумова Е.В.,Undirected,coauthor,1
AUT_Дзюба Е.В.,AUT_Колесник И.И.,Undirected,coauthor,1
AUT_Колесник И.И.,AUT_Кучумова Е.В.,Undirected,coauthor,1
AUT_Саракаева Э.А.,AUT_Чжоу Л.,Undirected,coauthor,1
AUT_Барышникова Е.Н.,AUT_Латышева А.В.,Undirected,coauthor,1
AUT_Адашкевич И.В.,AUT_Кислик Н.В.,Undirected,coauthor,1
AUT_Грачева О.А.,AUT_Новоселова Н.В.,Undirected,coauthor,2
AUT_Андреева Е.Г.,AUT_Белопухова А.М.,Undirected,coauthor,1
AUT_Богомолов А.Н.,AUT_Дунаева Л.А.,Undirected,coauthor,3
AUT_Дзюба Е.В.,AUT_Еремина С.А.,Undirected,coauthor,1
AUT_Еремина С.А.,AUT_Мушенко Е.В.,Undirected,coauthor,1
AUT_Дзюба Е.В.,AUT_Мушенко Е.В.,Undirected,coauthor,1
AUT_Писарь Н.В.,AUT_Юрасюк Н.В.,Undirected,coauthor,1
AUT_Ремболович Ж.В.,AUT_Юрасюк Н.В.,Undirected,coauthor,1
AUT_Писарь Н.В.,AUT_Ремболович Ж.В.,Undirected,coauthor,1
AUT_Воробьева Н.А.,AUT_Юшкова Н.А.,Undirected,coauthor,1
AUT_Латухина А.Л.,AUT_Маринина Ю.А.,Undirected,coauthor,1
AUT_Маринина Ю.А.,AUT_Савант Р.,Undirected,coauthor,1
AUT_Латухина А.Л.,AUT_Савант Р.,Undirected,coauthor,1
AUT_Исмаилова Х.Э.,AUT_Копылова П.А.,Undirected,coauthor,1
AUT_Исмаилова Х.Э.,AUT_Матухин П.Г.,Undirected,coauthor,1
AUT_Амелина И.О.,AUT_Эрнандес Я.Д.,Undirected,coauthor,1
AUT_Чалова О.В.,AUT_Шамсидинова М.К.,Undirected,coauthor,1
AUT_Донина О.В.,AUT_Рафаэльян В.,Undirected,coauthor,1
AUT_Витвицкая О.В.,AUT_Мушкова В.В.,Undirected,coauthor,1
AUT_Кузнецова А.А.,AUT_Толкачева Н.Н.,Undirected,coauthor,1
AUT_Аксенова Е.Д.,AUT_Кузнецова А.А.,Undirected,coauthor,1
AUT_Кузнецова А.А.,AUT_Ткачева Р.А.,Undirected,coauthor,1
AUT_Кузнецова А.А.,AUT_Михайлова Н.Д.,Undirected,coauthor,1
AUT_Аксенова Е.Д.,AUT_Толкачева Н.Н.,Undirected,coauthor,1
AUT_Ткачева Р.А.,AUT_Толкачева Н.Н.,Undirected,coauthor,1
AUT_Михайлова Н.Д.,AUT_Толкачева Н.Н.,Undirected,coauthor,1
AUT_Аксенова Е.Д.,AUT_Ткачева Р.А.,Undirected,coauthor,1
AUT_Аксенова Е.Д.,AUT_Михайлова Н.Д.,Undirected,coauthor,1
AUT_Михайлова Н.Д.,AUT_Ткачева Р.А.,Undirected,coauthor,1
AUT_Абазова Л.М.,AUT_Кочесокова М.П.,Undirected,coauthor,1
AUT_Абазова Л.М.,AUT_Гутаева Ж.Ж.,Undirected,coauthor,1
AUT_Абазова Л.М.,AUT_Татарова Р.Х.,Undirected,coauthor,1
AUT_Гутаева Ж.Ж.,AUT_Кочесокова М.П.,Undirected,coauthor,1
AUT_Кочесокова М.П.,AUT_Татарова Р.Х.,Undirected,coauthor,1
AUT_Гутаева Ж.Ж.,AUT_Татарова Р.Х.,Undirected,coauthor,1
AUT_Гладков Ю.П.,AUT_Ковтун Л.В.,Undirected,coauthor,1
AUT_Кудрявцева З.Г.,AUT_Чусова К.В.,Undirected,coauthor,1
AUT_Гумерова А.М.,AUT_Кудрявцева З.Г.,Undirected,coauthor,1
AUT_Гумерова А.М.,AUT_Чусова К.В.,Undirected,coauthor,1
